E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_57_659.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_57_659.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_57_659.jpg,0,0.9622429,0,1.882715
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_57_730.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_57_730.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_57_730.jpg,-0.1,1,0,2.569186
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_57_799.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_57_799.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_57_799.jpg,-0.3,1,0,3.49971
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_57_866.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_57_866.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_57_866.jpg,-0.45,1,0,4.191257
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_57_934.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_57_934.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_57_934.jpg,-0.6500001,1,0,5.088859
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_005.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_005.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_005.jpg,-0.8000001,1,0,5.741685
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_071.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_071.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_071.jpg,-0.9500002,1,0,6.372902
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_145.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_145.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_145.jpg,-1,1,0,7.213178
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_213.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_213.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_213.jpg,-1,1,0,8.073256
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_281.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_281.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_281.jpg,0,0.8786767,0,8.578533
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_352.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_352.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_352.jpg,0,0.7802448,0,9.060256
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_420.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_420.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_420.jpg,0,1,0,9.858719
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_489.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_489.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_489.jpg,0,1,0,10.52471
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_559.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_559.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_559.jpg,0,1,0,11.40716
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_630.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_630.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_630.jpg,0,1,0,12.19509
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_698.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_698.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_698.jpg,0,1,0,12.90925
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_767.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_767.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_767.jpg,0,1,0,13.53423
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_837.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_837.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_837.jpg,0,1,0,14.28427
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_905.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_905.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_905.jpg,-0.15,1,0,15.18026
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_58_972.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_58_972.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_58_972.jpg,-0.3,1,0,15.5529
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_041.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_041.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_041.jpg,0,1,0,16.3705
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_110.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_110.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_110.jpg,0,1,0,17.22037
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_180.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_180.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_180.jpg,-0.15,1,0,18.03576
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_248.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_248.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_248.jpg,-0.3,1,0,18.44956
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_316.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_316.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_316.jpg,0,1,0,19.27787
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_385.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_385.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_385.jpg,-0.05,1,0,20.0142
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_453.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_453.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_453.jpg,-0.2,1,0,20.50632
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_521.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_521.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_521.jpg,-0.4,1,0,21.25689
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_591.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_591.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_591.jpg,0,1,0,21.86946
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_663.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_663.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_663.jpg,-0.05,1,0,22.64264
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_732.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_732.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_732.jpg,-0.2,1,0,23.20394
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_800.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_800.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_800.jpg,-0.4,1,0,23.9266
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_870.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_870.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_870.jpg,0,1,0,24.46889
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_35_59_938.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_35_59_938.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_35_59_938.jpg,0,1,0,25.22863
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_006.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_006.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_006.jpg,-0.05,1,0,25.80096
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_076.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_076.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_076.jpg,-0.25,1,0,26.53938
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_147.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_147.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_147.jpg,-0.4,1,0,27.04158
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_217.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_217.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_217.jpg,0,1,0,27.77709
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_284.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_284.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_284.jpg,-0.05,1,0,28.33341
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_351.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_351.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_351.jpg,-0.2,1,0,28.87922
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_418.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_418.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_418.jpg,0,1,0,29.58258
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_488.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_488.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_488.jpg,0,1,0,30.12748
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_559.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_559.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_559.jpg,-0.1,1,0,30.18926
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_625.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_625.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_625.jpg,-0.25,1,0,30.1773
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_693.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_693.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_693.jpg,0,1,0,30.18946
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_764.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_764.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_764.jpg,-0.05,1,0,30.19012
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_834.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_834.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_834.jpg,-0.25,1,0,30.17798
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_902.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_902.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_902.jpg,0,1,0,30.18387
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_00_969.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_00_969.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_00_969.jpg,0,1,0,30.18937
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_040.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_040.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_040.jpg,-0.1,1,0,30.18966
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_110.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_110.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_110.jpg,-0.25,1,0,30.17817
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_179.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_179.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_179.jpg,0,1,0,30.18939
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_247.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_247.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_247.jpg,0,1,0,30.1895
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_314.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_314.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_314.jpg,-0.15,1,0,30.18702
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_385.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_385.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_385.jpg,-0.3,1,0,30.17198
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_454.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_454.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_454.jpg,0,1,0,30.18826
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_521.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_521.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_521.jpg,0,1,0,30.18922
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_590.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_590.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_590.jpg,-0.05,1,0,30.19023
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_662.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_662.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_662.jpg,-0.25,1,0,30.17817
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_730.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_730.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_730.jpg,0,1,0,30.18984
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_799.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_799.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_799.jpg,0,1,0,30.19003
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_868.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_868.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_868.jpg,-0.15,1,0,30.18654
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_01_938.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_01_938.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_01_938.jpg,0,1,0,30.18529
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_008.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_008.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_008.jpg,0,1,0,30.18979
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_076.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_076.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_076.jpg,-0.1,1,0,30.18937
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_146.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_146.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_146.jpg,-0.25,1,0,30.17682
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_214.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_214.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_214.jpg,0,1,0,30.18946
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_285.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_285.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_285.jpg,0,1,0,30.18957
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_355.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_355.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_355.jpg,-0.15,1,0,30.18691
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_425.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_425.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_425.jpg,-0.3,1,0,30.17253
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_492.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_492.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_492.jpg,0,1,0,30.18894
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_559.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_559.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_559.jpg,-0.1,1,0,30.18963
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_629.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_629.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_629.jpg,-0.25,1,0,30.17805
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_701.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_701.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_701.jpg,0,1,0,30.18924
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_770.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_770.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_770.jpg,0,1,0,30.18875
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_839.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_839.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_839.jpg,-0.1,1,0,30.1894
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_909.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_909.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_909.jpg,-0.25,1,0,30.17765
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_02_976.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_02_976.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_02_976.jpg,0,1,0,30.18834
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_03_047.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_03_047.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_03_047.jpg,0,1,0,30.19006
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_03_114.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_03_114.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_03_114.jpg,-0.2,1,0,30.18249
E:\SDC_Data\behavioral_cloning_data\IMG\center_2020_01_03_13_36_03_183.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\left_2020_01_03_13_36_03_183.jpg,E:\SDC_Data\behavioral_cloning_data\IMG\right_2020_01_03_13_36_03_183.jpg,0,1,0,30.19028
